# Simulation 1 (Up to date)
# 641 data points written for 58 variables.
#
# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
64.991,154.865,169.865,-4.429,6.443,0.003,0.375,-248.29,-0.002,248.29,270,4.679,0.375,59.75,17.146,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.828,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.51,90,13.896,993.328,0.001,339.72,0.013,5.169e5,10.16,81.073,0.226,0.357,7.56e-4
65.217,153.865,168.865,-4.429,6.381,0.007,0.504,-249.337,-0.002,249.337,270,4.594,0.504,59.75,17.146,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.84,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.367,90,13.902,993.445,0.001,339.724,0.013,5.172e5,10.16,81.073,0.226,0.357,7.449e-4
65.443,152.866,167.866,-4.427,6.299,0.045,1.065,-250.361,-0.002,250.361,270,4.48,1.064,59.75,17.146,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.939,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.958,90,13.909,993.562,0.001,339.728,0.013,5.194e5,10.16,81.073,0.226,0.357,7.299e-4
65.668,151.867,166.867,-4.417,6.465,-0.027,0.75,-251.399,-0.002,251.399,270,4.721,0.75,59.75,17.146,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.818,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.059,90,13.915,993.679,0.001,339.732,0.013,5.168e5,10.16,81.073,0.226,0.357,7.611e-4
65.895,150.867,165.867,-4.423,6.594,-0.025,0.241,-252.486,-0.002,252.486,270,4.89,0.24,59.75,17.145,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.79,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.999,90,13.922,993.797,0.001,339.736,0.013,5.162e5,10.16,81.073,0.226,0.357,7.837e-4
66.121,149.868,164.868,-4.429,6.638,0.013,0.538,-253.597,-0.002,253.597,270,4.944,0.538,59.75,17.145,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.849,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.187,90,13.928,993.914,0.001,339.739,0.013,5.175e5,10.16,81.073,0.226,0.357,7.911e-4
66.346,148.869,163.869,-4.426,6.727,0.032,0.956,-254.726,-0.002,254.726,270,5.066,0.956,59.75,17.145,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.911,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.495,90,13.935,994.031,0.001,339.743,0.013,5.188e5,10.16,81.073,0.226,0.358,8.072e-4
66.572,147.871,162.871,-4.419,6.886,-0.039,0.362,-255.894,-0.002,255.894,270,5.281,0.36,59.75,17.145,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.778,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.119,90,13.941,994.148,0.001,339.747,0.013,5.159e5,10.16,81.073,0.226,0.358,8.359e-4
66.798,146.871,161.871,-4.427,6.83,-9.428e-4,0.304,-257.079,-0.002,257.079,270,5.2,0.304,59.75,17.145,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.821,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.063,90,13.948,994.265,0.001,339.751,0.013,5.169e5,10.16,81.073,0.226,0.358,8.252e-4
67.024,145.872,160.872,-4.428,6.778,0.004,0.399,-258.244,-0.002,258.244,270,5.131,0.399,59.75,17.145,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.831,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.952,90,13.954,994.382,0.001,339.755,0.013,5.171e5,10.16,81.073,0.226,0.358,8.16e-4
67.249,144.873,159.873,-4.427,6.709,0.035,0.915,-259.392,-0.002,259.392,270,5.041,0.914,59.75,17.145,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.909,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.631,90,13.961,994.5,0.001,339.759,0.013,5.189e5,10.16,81.073,0.226,0.358,8.04e-4
67.475,143.875,158.875,-4.419,6.55,-0.034,0.388,-260.506,-0.002,260.506,270,4.835,0.387,59.75,17.145,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.785,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.661,90,13.967,994.617,0.001,339.763,0.013,5.162e5,10.16,81.073,0.226,0.358,7.763e-4
67.701,142.876,157.876,-4.426,6.491,0.02,0.728,-261.589,-0.002,261.589,269.999,4.748,0.727,59.75,17.145,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.873,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.421,90,13.974,994.734,0.001,339.767,0.013,5.181e5,10.16,81.073,0.226,0.358,7.65e-4
67.926,141.878,156.878,-4.422,6.369,-0.025,0.125,-262.641,-0.002,262.641,269.999,4.584,0.123,59.75,17.145,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.818,0,98.494,-9.694,0,0,11.787,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.639,90,13.98,994.851,0.001,339.771,0.013,5.162e5,10.16,81.073,0.226,0.358,7.432e-4
68.152,140.879,155.879,-4.428,6.393,0.01,0.446,-263.679,-0.002,263.679,269.999,4.611,0.446,59.75,17.145,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.841,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.411,90,13.987,994.968,0.001,339.775,0.013,5.174e5,10.16,81.073,0.225,0.358,7.471e-4
68.378,139.881,154.881,-4.425,6.319,0.033,0.917,-264.707,-0.003,264.707,269.999,4.511,0.917,59.75,17.145,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.908,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.923,90,13.993,995.085,0.001,339.779,0.013,5.189e5,10.16,81.073,0.226,0.358,7.338e-4
68.603,138.884,153.884,-4.418,6.463,-0.028,0.506,-265.748,-0.003,265.748,269.999,4.718,0.505,59.75,17.145,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.798,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.946,90,14,995.202,0.001,339.783,0.013,5.165e5,10.16,81.073,0.226,0.358,7.607e-4
68.829,137.885,152.885,-4.424,6.551,-0.011,0.125,-266.827,-0.003,266.827,269.999,4.832,0.124,59.75,17.145,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.804,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.888,90,14.006,995.319,0.001,339.787,0.013,5.167e5,10.16,81.073,0.226,0.358,7.76e-4
69.055,136.887,151.887,-4.427,6.574,0.111,1.497,-267.92,-0.003,267.92,269.999,4.86,1.493,59.75,17.145,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,12.084,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.526,90,14.013,995.436,0.001,339.791,0.013,5.228e5,10.16,81.073,0.225,0.358,7.798e-4
69.28,135.891,150.891,-4.402,6.81,-0.071,0.868,-269.054,-0.003,269.054,269.999,5.196,0.865,59.75,17.145,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.777,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.806,90,14.019,995.553,0.001,339.795,0.013,5.161e5,10.16,81.073,0.227,0.359,8.24e-4
69.507,134.892,149.892,-4.418,6.672,-0.027,0.44,-270.209,-0.003,270.209,269.999,5,0.439,59.75,17.145,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.795,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.802,90,14.026,995.67,0.001,339.798,0.013,5.165e5,10.16,81.073,0.226,0.359,7.982e-4
69.733,133.893,148.893,-4.424,6.602,0.089,1.404,-271.327,-0.003,271.327,269.999,4.901,1.401,59.75,17.145,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,12.042,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.276,90,14.032,995.787,0.001,339.802,0.013,5.219e5,10.16,81.073,0.226,0.359,7.852e-4
69.958,132.898,147.898,-4.404,6.358,-0.09,0.373,-272.397,-0.003,272.397,269.999,4.585,0.362,59.75,17.145,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.716,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.421,90,14.039,995.904,0.001,339.806,0.013,5.148e5,10.16,81.073,0.227,0.359,7.429e-4
70.185,131.898,146.898,-4.424,6.313,0.097,1.444,-273.426,-0.003,273.426,269.999,4.503,1.44,59.75,17.145,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,12.059,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.146,90,14.045,996.021,0.001,339.81,0.013,5.223e5,10.16,81.073,0.225,0.359,7.328e-4
70.41,130.903,145.903,-4.402,6.534,-0.071,0.782,-274.478,-0.003,274.478,269.999,4.828,0.779,59.75,17.145,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.769,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.18,90,14.052,996.138,0.001,339.814,0.013,5.16e5,10.16,81.073,0.227,0.359,7.748e-4
70.637,129.904,144.904,-4.418,6.676,0.042,1.201,-275.592,-0.003,275.592,269.999,5.004,1.201,59.75,17.145,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.955,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.542,90,14.058,996.255,0.001,339.818,0.013,5.201e5,10.16,81.073,0.226,0.359,7.988e-4
70.862,128.908,143.908,-4.409,6.875,-0.047,0.691,-276.752,-0.003,276.752,269.999,5.275,0.69,59.75,17.145,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.789,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.587,90,14.065,996.372,0.001,339.822,0.013,5.165e5,10.16,81.073,0.226,0.359,8.348e-4
71.088,127.91,142.91,-4.419,7.002,0.011,0.819,-277.963,-0.003,277.963,269.999,5.431,0.819,59.75,17.145,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.87,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.8,90,14.071,996.489,0.001,339.826,0.013,5.183e5,10.16,81.073,0.226,0.359,8.561e-4
71.314,126.913,141.913,-4.417,7.145,-0.016,0.576,-279.209,-0.003,279.209,269.999,5.616,0.576,59.75,17.145,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.817,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.357,90,14.078,996.606,0.001,339.83,0.013,5.171e5,10.16,81.073,0.226,0.359,8.81e-4
71.54,125.915,140.915,-4.421,7.046,-0.016,0.023,-280.462,-0.003,280.462,269.999,5.486,0.017,59.75,17.145,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.797,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.494,90,14.084,996.723,0.001,339.834,0.013,5.167e5,10.16,81.073,0.225,0.359,8.635e-4
71.765,124.918,139.918,-4.424,7.051,0.003,0.214,-281.699,-0.003,281.699,269.999,5.49,0.214,59.75,17.145,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.823,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.394,90,14.091,996.84,0.001,339.838,0.013,5.173e5,10.16,81.073,0.225,0.359,8.641e-4
71.991,123.922,138.922,-4.424,7.013,-0.001,0.086,-282.931,-0.004,282.931,269.999,5.442,0.086,59.75,17.145,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.816,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.403,90,14.097,996.957,0.001,339.842,0.013,5.171e5,10.16,81.073,0.225,0.359,8.576e-4
72.216,122.925,137.925,-4.424,6.998,0.003,0.221,-284.154,-0.004,284.154,269.999,5.422,0.221,59.75,17.145,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.823,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.323,90,14.103,997.074,0.001,339.846,0.013,5.173e5,10.16,81.073,0.225,0.36,8.55e-4
72.441,121.928,136.928,-4.423,6.959,0.032,0.821,-285.37,-0.004,285.37,269.999,5.373,0.821,59.75,17.145,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.896,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.004,90,14.11,997.191,0.001,339.85,0.013,5.189e5,10.16,81.073,0.225,0.36,8.482e-4
72.666,120.933,135.933,-4.416,6.813,0.014,0.965,-286.56,-0.004,286.56,269.999,5.188,0.965,59.75,17.145,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.89,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.621,90,14.116,997.307,0.001,339.853,0.013,5.188e5,10.16,81.073,0.226,0.36,8.232e-4
72.892,119.937,134.937,-4.413,6.978,-0.001,0.944,-287.755,-0.004,287.755,269.999,5.405,0.944,59.75,17.145,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.87,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.981,90,14.123,997.424,0.001,339.857,0.013,5.184e5,10.16,81.073,0.226,0.36,8.524e-4
73.118,118.94,133.94,-4.413,6.814,-0.031,0.508,-288.951,-0.004,288.951,269.999,5.192,0.507,59.75,17.145,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.795,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.421,90,14.129,997.541,0.001,339.861,0.013,5.168e5,10.16,81.073,0.226,0.36,8.237e-4
73.344,117.943,132.943,-4.42,6.906,0.023,0.832,-290.136,-0.004,290.136,269.999,5.307,0.832,59.75,17.145,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.886,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.68,90,14.136,997.658,0.001,339.865,0.013,5.188e5,10.16,81.073,0.225,0.36,8.393e-4
73.569,116.948,131.948,-4.415,7.048,-0.032,0.208,-291.353,-0.004,291.353,269.999,5.494,0.205,59.75,17.145,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.781,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.587,90,14.142,997.775,0.001,339.869,0.013,5.165e5,10.16,81.073,0.226,0.36,8.644e-4
73.795,115.951,130.951,-4.422,7.089,0.051,1.018,-292.598,-0.004,292.598,269.999,5.54,1.017,59.75,17.145,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.94,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.085,90,14.149,997.892,0.001,339.873,0.013,5.2e5,10.16,81.073,0.225,0.36,8.709e-4
74.02,114.956,129.956,-4.411,6.904,-0.051,0.1,-293.82,-0.004,293.82,269.999,5.311,0.086,59.75,17.145,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.756,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.273,90,14.155,998.008,0.001,339.877,0.013,5.16e5,10.16,81.073,0.226,0.36,8.397e-4
74.246,113.959,128.959,-4.422,6.896,0.006,0.318,-295.017,-0.004,295.017,269.999,5.292,0.317,59.75,17.145,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.829,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.435,90,14.162,998.125,0.001,339.881,0.013,5.176e5,10.16,81.073,0.225,0.36,8.374e-4
74.471,112.964,127.964,-4.421,6.95,0.003,0.374,-296.217,-0.004,296.217,269.999,5.363,0.374,59.75,17.145,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.828,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.195,90,14.168,998.242,0.001,339.885,0.013,5.176e5,10.16,81.073,0.225,0.36,8.469e-4
74.696,111.968,126.968,-4.42,6.885,0.17,1.909,-297.415,-0.004,297.415,269.999,5.279,1.901,59.75,17.145,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,12.237,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.438,90,14.175,998.359,0.001,339.889,0.013,5.265e5,10.16,81.073,0.225,0.36,8.356e-4
74.921,110.977,125.977,-4.382,6.537,-0.174,0.177,-298.556,-0.004,298.556,269.999,4.851,0.028,59.75,17.145,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.606,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.838,90,14.181,998.475,0.001,339.893,0.013,5.127e5,10.16,81.073,0.227,0.36,7.773e-4
75.148,109.977,124.977,-4.421,6.559,0.076,1.225,-299.657,-0.004,299.657,269.999,4.845,1.223,59.75,17.145,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.999,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.391,90,14.188,998.592,0.001,339.897,0.013,5.213e5,10.16,81.073,0.225,0.36,7.776e-4
75.373,108.984,123.984,-4.404,6.753,-0.065,0.422,-300.779,-0.005,300.779,269.999,5.12,0.417,59.75,17.145,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.749,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.308,90,14.194,998.709,0.001,339.901,0.013,5.159e5,10.16,81.073,0.226,0.361,8.138e-4
75.599,107.987,122.987,-4.419,6.835,0.09,1.407,-301.947,-0.005,301.947,269.999,5.214,1.404,59.75,17.145,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,12.044,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.588,90,14.201,998.826,0.001,339.904,0.013,5.223e5,10.16,81.073,0.225,0.361,8.268e-4
75.825,106.994,121.994,-4.399,6.583,-0.084,0.516,-303.085,-0.005,303.085,269.999,4.898,0.509,59.75,17.145,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.732,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.128,90,14.207,998.942,0.001,339.908,0.013,5.156e5,10.16,81.073,0.226,0.361,7.84e-4
76.051,105.997,120.997,-4.417,6.682,-0.01,0.19,-304.206,-0.005,304.206,269.999,5.013,0.19,59.75,17.145,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.806,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.099,90,14.214,999.059,0.001,339.912,0.013,5.172e5,10.16,81.073,0.225,0.361,7.999e-4
76.276,105.001,120.001,-4.42,6.715,0.002,0.248,-305.34,-0.005,305.34,269.999,5.056,0.248,59.75,17.145,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.823,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.945,90,14.22,999.176,0.001,339.916,0.013,5.176e5,10.16,81.073,0.225,0.361,8.057e-4
76.501,104.007,119.007,-4.419,6.673,0.034,0.843,-306.472,-0.005,306.472,269.999,5,0.842,59.75,17.145,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.9,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.623,90,14.226,999.293,0.001,339.92,0.013,5.193e5,10.16,81.073,0.225,0.361,7.982e-4
76.726,103.013,118.013,-4.412,6.527,0.022,1.058,-307.576,-0.005,307.576,269.999,4.811,1.058,59.75,17.145,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.911,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.336,90,14.233,999.409,0.001,339.924,0.013,5.195e5,10.16,81.073,0.225,0.361,7.728e-4
76.952,102.018,117.018,-4.407,6.35,-0.044,0.469,-308.634,-0.005,308.634,269.999,4.572,0.466,59.75,17.144,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.777,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.782,90,14.239,999.526,0.001,339.928,0.013,5.166e5,10.16,81.073,0.226,0.361,7.412e-4
77.178,101.023,116.023,-4.417,6.433,-0.004,0.353,-309.678,-0.005,309.678,269.999,4.677,0.353,59.75,17.144,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.82,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.836,90,14.246,999.642,0.001,339.932,0.013,5.176e5,10.16,81.073,0.225,0.361,7.554e-4
77.403,100.028,115.028,-4.418,6.492,0.012,0.58,-310.74,-0.005,310.74,269.999,4.757,0.58,59.75,17.144,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,11.851,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.018,90,14.252,999.759,0.001,339.936,0.013,5.183e5,10.16,81.073,0.225,0.361,7.659e-4
77.628,99.034,114.034,-4.415,6.586,0.097,1.514,-311.825,-0.005,311.825,269.999,4.887,1.511,59.75,17.144,NaN,NaN,NaN,NaN,64.292,89.973,1203.52,107.52,0.456,0.007,9.819,0,98.494,-9.694,0,0,12.071,123.188,0,123.188,0,123.188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.56,90,14.259,999.876,0.001,339.94,0.013,5.231e5,10.16,81.073,0.225,0.361,7.831e-4
